login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
Jannchie,Jannchie/openbilibili-go-common,2019-04-22T09:26:37Z,0,0,Go,true,true,
Jannchie,Jannchie/a-charts,2019-01-08T14:51:28Z,0,0,,true,true,MIT License
Jannchie,Jannchie/v-odometer,2019-03-18T06:23:42Z,0,0,JavaScript,true,true,MIT License
Jannchie,Jannchie/vscode,2018-11-28T07:53:28Z,0,0,TypeScript,true,true,MIT License
Jannchie,Jannchie/d3,2018-04-27T11:36:21Z,1,1,JavaScript,true,true,"BSD 3-Clause ""New"" or ""Revised"" License"
Jannchie,Jannchie/AdressListWebSite,2017-09-26T14:36:20Z,1,1,HTML,true,true,
Jannchie,Jannchie/LearningTrajectory,2018-03-22T11:21:58Z,0,0,JavaScript,true,true,
Jannchie,Jannchie/syntaxhighlighter,2017-11-12T09:23:03Z,0,0,JavaScript,true,true,MIT License
Jannchie,Jannchie/ScrapyTest,2017-11-03T04:33:21Z,0,0,Python,true,true,
Jannchie,Jannchie/LintCodeSolutions,2017-10-30T11:44:13Z,0,0,Python,true,true,
Jannchie,Jannchie/Roster,2017-10-16T15:11:32Z,0,0,ASP,true,true,
Jannchie,Jannchie/JavaFoundation,2017-10-12T09:41:55Z,0,0,Java,true,true,
Jannchie,Jannchie/Benefit-Learn-ASP.NET-By-building-a-web-site,2017-09-19T09:02:03Z,0,0,ASP,true,true,
Jannchie,Jannchie/C-primer-5th-exercise,2017-09-18T10:46:35Z,0,0,C++,true,true,
Jannchie,Jannchie/CoolOS,2017-09-18T09:29:00Z,0,0,Assembly,true,true,GNU General Public License v3.0
fukamachi,fukamachi/qlot,2014-07-27T13:05:21Z,464,464,Common Lisp,false,false,MIT License
fukamachi,fukamachi/websocket-driver,2014-09-21T05:27:58Z,104,104,Common Lisp,true,true,"BSD 2-Clause ""Simplified"" License"
fukamachi,fukamachi/mito,2015-09-08T05:01:53Z,292,292,Common Lisp,true,false,
fukamachi,fukamachi/lack,2015-03-06T18:00:27Z,155,155,Common Lisp,true,false,MIT License
fukamachi,fukamachi/sxql,2013-10-21T15:39:52Z,361,361,Common Lisp,true,true,"BSD 3-Clause ""New"" or ""Revised"" License"
fukamachi,fukamachi/event-emitter,2014-09-21T03:55:36Z,28,28,Common Lisp,true,true,"BSD 2-Clause ""Simplified"" License"
fukamachi,fukamachi/rove,2017-03-05T14:29:39Z,149,149,Common Lisp,true,true,"BSD 3-Clause ""New"" or ""Revised"" License"
fukamachi,fukamachi/clack,2011-01-12T09:24:58Z,1052,1052,Common Lisp,true,true,MIT License
fukamachi,fukamachi/datafly,2014-04-16T04:22:16Z,99,99,Common Lisp,true,true,"BSD 3-Clause ""New"" or ""Revised"" License"
fukamachi,fukamachi/cl-dbi,2011-10-24T10:42:39Z,205,205,Common Lisp,true,false,
fukamachi,fukamachi/woo,2014-10-14T12:30:03Z,1285,1285,Common Lisp,true,true,MIT License
fukamachi,fukamachi/dexador,2015-02-21T07:56:36Z,377,377,Common Lisp,true,true,
fukamachi,fukamachi/psychiq,2015-11-12T15:55:02Z,53,53,Common Lisp,true,true,
fukamachi,fukamachi/ragno,2017-10-14T07:07:00Z,20,20,Common Lisp,true,true,
fukamachi,fukamachi/dockerfiles,2020-01-08T10:45:22Z,42,42,Shell,false,false,
fukamachi,fukamachi/caveman,2011-02-26T07:50:03Z,783,783,Common Lisp,true,true,
fukamachi,fukamachi/ningle,2012-04-01T02:31:03Z,275,275,Common Lisp,true,true,
fukamachi,fukamachi/anypool,2020-04-02T08:45:45Z,25,25,Common Lisp,true,true,"BSD 2-Clause ""Simplified"" License"
fukamachi,fukamachi/assoc-utils,2016-02-24T15:29:11Z,26,26,Common Lisp,true,true,
fukamachi,fukamachi/cl-libssh2,2024-10-09T08:28:50Z,0,0,Common Lisp,true,true,MIT License
fukamachi,fukamachi/cl-locale,2011-06-11T15:44:48Z,22,22,Common Lisp,true,true,
fukamachi,fukamachi/cl-project,2011-06-06T07:07:46Z,247,247,Common Lisp,true,true,MIT License
fukamachi,fukamachi/quri,2014-10-25T23:20:41Z,111,111,Common Lisp,true,true,
fukamachi,fukamachi/trivial-utf-8,2016-09-23T13:31:47Z,5,5,Common Lisp,true,true,
fukamachi,fukamachi/supertrace,2020-02-24T01:23:02Z,31,31,Common Lisp,true,true,
fukamachi,fukamachi/docker-cl-example,2021-01-08T05:45:55Z,27,27,Common Lisp,true,true,The Unlicense
fukamachi,fukamachi/fast-http,2014-10-10T08:55:01Z,343,343,Common Lisp,true,true,
fukamachi,fukamachi/lsx,2018-09-13T20:25:29Z,79,79,Common Lisp,true,true,
fukamachi,fukamachi/quicklisp-client,2024-08-27T13:27:29Z,0,0,Common Lisp,true,true,MIT License
fukamachi,fukamachi/fukamachi.github.com,2011-12-13T05:19:11Z,4,4,HTML,true,true,
fukamachi,fukamachi/mondo,2021-08-04T03:07:08Z,53,53,Common Lisp,false,false,GNU General Public License v3.0
fukamachi,fukamachi/can,2016-02-19T14:06:40Z,10,10,Common Lisp,true,true,
fukamachi,fukamachi/asn1,2017-06-20T09:08:39Z,11,11,Common Lisp,true,true,
fukamachi,fukamachi/prove,2010-10-28T01:29:39Z,218,218,Common Lisp,true,true,
fukamachi,fukamachi/http-body,2014-10-21T20:36:27Z,17,17,Common Lisp,true,true,
fukamachi,fukamachi/.lem,2018-08-14T08:41:18Z,28,28,Common Lisp,true,true,
fukamachi,fukamachi/lem-vi-sexp,2023-08-29T17:43:43Z,4,4,Common Lisp,true,true,
fukamachi,fukamachi/cl-cookie,2015-03-10T09:42:44Z,18,18,Common Lisp,true,true,
fukamachi,fukamachi/neovim-config,2019-08-02T08:03:59Z,6,6,Vim Script,true,true,
fukamachi,fukamachi/quickdist,2024-06-11T12:57:02Z,0,0,,true,true,
fukamachi,fukamachi/fast-websocket,2015-08-11T13:15:35Z,24,24,Common Lisp,true,true,
fukamachi,fukamachi/utopian,2011-06-03T13:39:11Z,99,99,Common Lisp,true,true,
fukamachi,fukamachi/myway,2014-10-23T06:14:44Z,25,25,Common Lisp,true,true,
fukamachi,fukamachi/envy,2013-10-09T12:37:02Z,57,57,Common Lisp,true,true,"BSD 2-Clause ""Simplified"" License"
fukamachi,fukamachi/webapi,2017-10-26T07:14:22Z,14,14,Common Lisp,true,true,"BSD 2-Clause ""Simplified"" License"
fukamachi,fukamachi/circular-streams,2012-02-25T17:44:48Z,16,16,Common Lisp,true,true,
fukamachi,fukamachi/cl-line-bot-sdk,2016-10-22T16:40:48Z,11,11,Common Lisp,true,true,
fukamachi,fukamachi/shelly,2012-04-15T10:54:26Z,63,63,Common Lisp,true,true,"BSD 2-Clause ""Simplified"" License"
fukamachi,fukamachi/proc-parse,2015-03-27T15:39:46Z,36,36,Common Lisp,true,true,"BSD 2-Clause ""Simplified"" License"
fukamachi,fukamachi/pem,2017-06-21T01:11:19Z,14,14,Common Lisp,true,true,
fukamachi,fukamachi/cl-coveralls,2015-03-18T07:17:43Z,29,29,Common Lisp,true,true,
fukamachi,fukamachi/xsubseq,2014-10-18T17:36:32Z,16,16,Common Lisp,true,true,
fukamachi,fukamachi/jose,2017-06-19T03:20:42Z,32,32,Common Lisp,true,true,
fukamachi,fukamachi/smart-buffer,2015-11-07T21:56:43Z,16,16,Common Lisp,true,false,
fukamachi,fukamachi/mito-auth,2016-02-19T09:01:04Z,18,18,Common Lisp,true,true,
fukamachi,fukamachi/safety-params,2016-02-24T09:04:57Z,19,19,Common Lisp,true,true,
fukamachi,fukamachi/mito-attachment,2016-02-19T06:59:52Z,14,14,Common Lisp,true,true,
fukamachi,fukamachi/ac-swift,2017-09-21T01:18:25Z,3,3,Emacs Lisp,true,true,
fukamachi,fukamachi/qlot.tech,2023-10-28T14:52:38Z,0,0,CSS,true,true,
fukamachi,fukamachi/legion,2015-02-19T10:47:39Z,30,30,Common Lisp,true,true,"BSD 3-Clause ""New"" or ""Revised"" License"
fukamachi,fukamachi/id3v2,2015-12-29T15:05:40Z,10,10,Common Lisp,true,true,
fukamachi,fukamachi/getac,2019-12-14T18:12:30Z,46,46,Common Lisp,true,true,"BSD 3-Clause ""New"" or ""Revised"" License"
fukamachi,fukamachi/lem-mailbox,2023-09-17T09:31:26Z,0,0,,true,true,MIT License
fukamachi,fukamachi/rove-test-example,2023-09-05T01:57:54Z,1,1,Common Lisp,true,true,
fukamachi,fukamachi/integral,2014-01-13T13:42:53Z,54,54,Common Lisp,true,true,"BSD 3-Clause ""New"" or ""Revised"" License"
fukamachi,fukamachi/.emacs.d,2014-12-27T03:53:12Z,15,15,Emacs Lisp,true,true,
fukamachi,fukamachi/github-webhook,2020-12-10T07:42:34Z,4,4,Common Lisp,true,true,
fukamachi,fukamachi/cl-sentry-client,2022-10-20T00:56:40Z,1,1,Common Lisp,true,true,MIT License
fukamachi,fukamachi/kindly-mode,2013-02-15T12:03:25Z,10,10,Emacs Lisp,true,true,
fukamachi,fukamachi/color-theme-tangotango,2011-02-15T07:41:47Z,7,7,Emacs Lisp,true,true,
fukamachi,fukamachi/as-interval,2014-09-21T06:31:36Z,5,5,Common Lisp,true,true,MIT License
fukamachi,fukamachi/clbuild,2012-04-11T00:52:43Z,5,5,Shell,true,true,
fukamachi,fukamachi/swank-js,2011-06-24T09:33:27Z,7,7,JavaScript,true,true,Other
fukamachi,fukamachi/clack-doc,2011-03-12T08:15:27Z,3,3,Common Lisp,true,true,
fukamachi,fukamachi/knapsack,2011-04-19T08:46:46Z,6,6,Common Lisp,true,false,Other
fukamachi,fukamachi/L5,2010-05-08T01:48:50Z,28,28,Clojure,true,true,
fukamachi,fukamachi/lem,2018-07-10T09:24:14Z,2,2,Common Lisp,true,true,MIT License
fukamachi,fukamachi/lev,2014-12-24T09:11:29Z,15,15,Common Lisp,true,true,"BSD 2-Clause ""Simplified"" License"
fukamachi,fukamachi/re21,2016-01-06T21:03:09Z,15,15,Common Lisp,true,true,
fukamachi,fukamachi/roswell,2014-11-22T00:12:47Z,2,2,C,true,true,MIT License
fukamachi,fukamachi/nail,2020-12-14T02:32:43Z,4,4,Common Lisp,true,true,
fukamachi,fukamachi/fukacl,2010-11-04T13:30:13Z,6,6,Common Lisp,true,true,
fukamachi,fukamachi/CIM,2014-01-23T23:25:19Z,3,3,Common Lisp,true,true,"BSD 3-Clause ""New"" or ""Revised"" License"
fukamachi,fukamachi/http-parse,2014-08-20T02:31:03Z,1,1,Common Lisp,true,true,MIT License
fukamachi,fukamachi/yapool,2015-07-13T19:43:39Z,12,12,,true,true,
fukamachi,fukamachi/ironclad,2017-06-16T04:06:04Z,1,1,Common Lisp,true,true,"BSD 3-Clause ""New"" or ""Revised"" License"
fukamachi,fukamachi/vlime,2019-08-04T11:34:29Z,7,7,Vim script,false,false,MIT License
fukamachi,fukamachi/mp3-duration,2016-01-05T17:34:37Z,5,5,Common Lisp,true,true,
fukamachi,fukamachi/jonathan,2015-11-19T09:31:03Z,3,3,Common Lisp,true,true,
fukamachi,fukamachi/kunitada-bot,2010-01-22T04:16:40Z,3,3,Ruby,true,true,
fukamachi,fukamachi/OpenPNE3,2010-02-12T07:22:59Z,4,4,PHP,true,true,Apache License 2.0
fukamachi,fukamachi/redmine-el,2010-03-05T08:41:56Z,30,30,Emacs Lisp,true,true,
fukamachi,fukamachi/opImKayacComPlugin,2010-03-08T06:22:36Z,2,2,PHP,true,true,
fukamachi,fukamachi/opKdtPlugin,2010-03-29T05:54:35Z,2,2,PHP,true,true,
fukamachi,fukamachi/appengine-clj,2010-04-30T10:29:43Z,8,8,Clojure,true,true,Other
fukamachi,fukamachi/dont-type-twice-el,2010-06-01T08:11:01Z,4,4,Emacs Lisp,true,true,
fukamachi,fukamachi/gotanda,2010-07-04T09:04:09Z,6,6,Common Lisp,true,true,
fukamachi,fukamachi/leiningen,2010-08-28T10:11:17Z,2,2,Clojure,true,true,Eclipse Public License 1.0
fukamachi,fukamachi/uncl,2010-09-07T04:05:25Z,22,22,Common Lisp,true,true,
fukamachi,fukamachi/text2epub-clj,2010-09-18T15:53:40Z,4,4,Clojure,true,true,
fukamachi,fukamachi/clee,2010-10-31T00:27:45Z,6,6,Common Lisp,true,true,
fukamachi,fukamachi/closure-library-skeleton,2010-12-21T09:56:20Z,3,3,JavaScript,true,true,
fukamachi,fukamachi/ponzu.db,2011-02-13T06:51:35Z,6,6,Common Lisp,true,true,
fukamachi,fukamachi/sourcekit,2011-06-20T01:51:47Z,2,2,JavaScript,true,true,
fukamachi,fukamachi/clozure-cl,2011-06-23T15:08:14Z,25,25,Common Lisp,true,true,
fukamachi,fukamachi/gotumda,2011-06-25T08:43:48Z,3,3,JavaScript,true,true,
fukamachi,fukamachi/p5-gotumda,2011-07-05T15:55:17Z,2,2,JavaScript,true,true,
fukamachi,fukamachi/Teto,2011-10-18T03:01:01Z,2,2,Perl,true,true,
fukamachi,fukamachi/cl-syntax,2011-12-02T04:54:38Z,3,3,Common Lisp,true,true,
fukamachi,fukamachi/multival-plist,2012-02-28T10:10:21Z,4,4,Common Lisp,true,true,
fukamachi,fukamachi/SW-HTTP,2012-03-06T04:22:29Z,5,5,Common Lisp,true,true,Other
fukamachi,fukamachi/cl-fastcgi,2012-03-16T14:54:59Z,4,4,C,true,true,
fukamachi,fukamachi/cl-memcached,2012-03-21T10:07:49Z,4,4,Common Lisp,true,true,
fukamachi,fukamachi/p5-shelly,2012-04-14T03:39:30Z,4,4,Perl,true,true,
fukamachi,fukamachi/emacs-config,2012-05-10T14:29:13Z,13,13,Emacs Lisp,true,true,
fukamachi,fukamachi/asdf-c-test-file,2012-05-19T06:38:00Z,5,5,Common Lisp,true,true,
fukamachi,fukamachi/Plack-Middleware-Try,2012-06-13T02:02:01Z,2,2,Perl,true,true,
fukamachi,fukamachi/wsock,2015-02-23T08:32:21Z,9,9,Common Lisp,true,true,
fukamachi,fukamachi/.github,2021-10-29T06:18:37Z,0,0,,true,true,
fukamachi,fukamachi/cl-readline,2021-08-15T09:23:17Z,0,0,Common Lisp,true,true,GNU General Public License v3.0
fukamachi,fukamachi/swank-protocol,2021-08-11T12:22:54Z,0,0,,true,true,
fukamachi,fukamachi/cl-weather-jp,2015-12-25T02:32:48Z,1,1,Common Lisp,true,true,
fukamachi,fukamachi/cl-repl,2018-06-08T05:50:43Z,1,1,Common Lisp,true,true,GNU General Public License v3.0
fukamachi,fukamachi/swank.ros,2017-02-22T02:02:56Z,2,2,Common Lisp,true,true,
fukamachi,fukamachi/online-judge-tools,2020-01-11T02:19:17Z,0,0,,true,true,MIT License
fukamachi,fukamachi/hatenablog-theme-writer,2013-04-17T11:57:32Z,7,7,CSS,true,true,
fukamachi,fukamachi/cl-batis,2020-03-13T08:50:45Z,0,0,,true,true,MIT License
fukamachi,fukamachi/cl-dbi-connection-pool,2020-03-13T08:46:31Z,0,0,,true,true,
fukamachi,fukamachi/dbd-oracle,2020-03-13T08:38:29Z,0,0,,true,true,
fukamachi,fukamachi/crane,2020-03-13T08:33:14Z,0,0,,true,true,
fukamachi,fukamachi/partial-bench,2014-10-16T09:31:02Z,2,2,Common Lisp,true,true,
fukamachi,fukamachi/sxql-abstract,2016-10-29T06:46:34Z,5,5,Common Lisp,true,true,
fukamachi,fukamachi/homebrew-getac,2019-12-20T08:56:33Z,0,0,Ruby,true,true,
fukamachi,fukamachi/lesque,2014-01-04T09:20:28Z,14,14,Common Lisp,true,true,MIT License
fukamachi,fukamachi/ultralisp-projects,2018-09-12T12:06:32Z,0,0,,true,true,
fukamachi,fukamachi/hoge,2019-02-18T05:16:45Z,0,0,Common Lisp,true,true,
fukamachi,fukamachi/cl-travis,2015-01-12T12:40:10Z,0,0,Shell,true,true,MIT License
fukamachi,fukamachi/SublimeREPL,2013-11-29T03:48:00Z,2,2,Python,true,true,Other
fukamachi,fukamachi/djula,2015-01-22T05:38:51Z,0,0,Common Lisp,true,true,MIT License
fukamachi,fukamachi/archive,2015-01-14T16:10:19Z,0,0,Common Lisp,true,true,Other
fukamachi,fukamachi/cl-debug-print,2018-10-10T11:47:30Z,0,0,Common Lisp,true,true,
fukamachi,fukamachi/homebrew-core,2018-08-15T07:10:13Z,0,0,Ruby,true,false,"BSD 2-Clause ""Simplified"" License"
fukamachi,fukamachi/serial-rs,2017-02-10T05:43:17Z,0,0,Rust,true,true,MIT License
fukamachi,fukamachi/parser.ini,2017-09-04T09:37:16Z,1,1,Common Lisp,true,true,Other
fukamachi,fukamachi/cl21,2014-08-25T13:17:07Z,7,7,,true,true,The Unlicense
fukamachi,fukamachi/fast-io,2015-08-18T16:43:56Z,1,1,Common Lisp,true,true,
fukamachi,fukamachi/aws-sign4,2017-10-26T10:43:39Z,0,0,Common Lisp,true,false,GNU General Public License v3.0
fukamachi,fukamachi/lake,2017-07-06T02:59:29Z,0,0,Common Lisp,true,true,
fukamachi,fukamachi/cl-mysql,2017-06-01T06:27:40Z,0,0,Common Lisp,true,true,
fukamachi,fukamachi/cl-colors,2015-01-11T18:33:39Z,1,1,Common Lisp,true,true,
fukamachi,fukamachi/trivial-mimes,2015-02-27T09:49:15Z,1,1,HTML,true,true,Other
fukamachi,fukamachi/cl-plus-ssl,2017-03-07T06:16:33Z,1,1,Common Lisp,true,true,Other
fukamachi,fukamachi/trivial-build,2017-02-17T05:37:48Z,0,0,Common Lisp,true,true,
fukamachi,fukamachi/cserial-port,2017-02-14T10:34:52Z,0,0,Common Lisp,true,true,
fukamachi,fukamachi/tokio-serial,2017-02-14T04:50:12Z,0,0,Rust,true,true,MIT License
fukamachi,fukamachi/mio-serial,2017-02-13T03:00:58Z,0,0,Rust,true,true,MIT License
fukamachi,fukamachi/CL-LLVM,2017-01-16T09:26:50Z,0,0,Shell,true,true,MIT License
fukamachi,fukamachi/fukamachi-products,2016-12-09T15:19:30Z,2,2,,true,true,
fukamachi,fukamachi/clack.github.com,2016-11-30T08:49:11Z,0,0,HTML,true,true,
fukamachi,fukamachi/local-time,2016-08-23T03:52:28Z,0,0,Common Lisp,true,true,Other
fukamachi,fukamachi/cl-libuv,2016-07-05T18:13:22Z,0,0,Common Lisp,true,true,MIT License
fukamachi,fukamachi/clack-errors,2016-02-22T04:52:53Z,0,0,JavaScript,true,false,
fukamachi,fukamachi/sbcl,2015-08-13T19:34:29Z,0,0,Common Lisp,true,false,Other
fukamachi,fukamachi/sidekiq,2015-12-16T06:26:08Z,0,0,Ruby,true,true,Other
fukamachi,fukamachi/zenekindarl,2015-08-29T08:50:29Z,0,0,Common Lisp,true,true,Other
fukamachi,fukamachi/docparser,2015-07-18T04:02:32Z,0,0,Common Lisp,true,true,
fukamachi,fukamachi/DenDenMarkdown,2014-05-01T11:07:39Z,0,0,PHP,true,true,
fukamachi,fukamachi/cl-annot,2015-06-06T07:41:58Z,0,0,Common Lisp,true,true,
fukamachi,fukamachi/openwall-bcrypt,2015-03-11T07:34:55Z,0,0,C,true,true,
fukamachi,fukamachi/cl-ev,2014-12-17T11:53:41Z,0,0,Common Lisp,true,true,
fukamachi,fukamachi/homebrew,2014-12-05T00:20:26Z,0,0,Ruby,true,true,Other
fukamachi,fukamachi/log4cl,2014-12-02T12:47:31Z,0,0,Common Lisp,true,true,Apache License 2.0
fukamachi,fukamachi/cl-async,2014-12-02T08:35:40Z,0,0,Common Lisp,true,true,MIT License
fukamachi,fukamachi/Plack-Middleware-StackTraceLog,2012-11-26T01:03:15Z,1,1,Perl,true,true,
fukamachi,fukamachi/Plack-Middleware-Debug-KYTProf,2012-08-24T03:59:59Z,0,0,Perl,true,true,
fukamachi,fukamachi/simply-deferred,2013-07-31T05:31:04Z,0,0,CoffeeScript,true,false,MIT License
nagadomi,nagadomi/nunif,2019-08-13T07:23:32Z,1491,1491,Python,false,false,MIT License
nagadomi,nagadomi/waifu2x,2015-05-17T07:29:15Z,27547,27547,Lua,false,true,MIT License
nagadomi,nagadomi/lbpcascade_animeface,2014-11-07T05:46:49Z,1932,1932,,true,true,
nagadomi,nagadomi/animeface-2009,2017-02-17T20:38:12Z,312,312,C,true,true,MIT License
nagadomi,nagadomi/Depth-Anything_iw3,2024-01-23T06:21:14Z,6,6,Python,true,true,Apache License 2.0
nagadomi,nagadomi/ml-depth-pro_iw3,2024-10-05T06:45:27Z,2,2,Python,true,false,Other
nagadomi,nagadomi/kaggle-coupon-purchase-prediction,2015-10-04T16:46:29Z,66,66,Python,true,false,
nagadomi,nagadomi/kaggle-cifar10-torch7,2014-08-22T06:30:30Z,246,246,Lua,true,true,MIT License
nagadomi,nagadomi/github-action-test,2024-08-13T00:42:16Z,0,0,,true,true,
nagadomi,nagadomi/ZoeDepth_iw3,2023-07-27T09:12:32Z,6,6,Jupyter Notebook,false,false,MIT License
nagadomi,nagadomi/MiDaS_iw3,2023-07-27T10:59:05Z,2,2,Python,true,true,MIT License
nagadomi,nagadomi/distro,2016-09-12T07:58:42Z,201,201,CMake,false,false,"BSD 3-Clause ""New"" or ""Revised"" License"
nagadomi,nagadomi/l4d2_versus_single,2013-12-31T03:49:08Z,6,6,Squirrel,true,true,
nagadomi,nagadomi/eeVR,2021-08-29T16:31:58Z,3,3,Python,false,false,GNU General Public License v3.0
nagadomi,nagadomi/kaggle-lshtc,2014-04-24T02:36:39Z,37,37,C++,true,true,MIT License
nagadomi,nagadomi/vmd_sizing,2020-07-07T19:37:31Z,1,1,Python,false,false,MIT License
nagadomi,nagadomi/TexTools-Blender,2020-07-01T02:09:27Z,0,0,,true,true,Other
nagadomi,nagadomi/waifu2x-caffe-ubuntu,2016-03-21T07:48:58Z,38,38,C++,true,false,MIT License
nagadomi,nagadomi/blender_mmd_tools,2016-08-10T17:13:53Z,6,6,Python,true,true,GNU General Public License v3.0
nagadomi,nagadomi/motion_supporter,2021-04-03T15:03:35Z,0,0,Python,true,true,MIT License
nagadomi,nagadomi/kaggle-ndsb,2015-03-17T16:44:45Z,44,44,Lua,true,true,MIT License
nagadomi,nagadomi/cunn,2019-03-16T03:10:41Z,0,0,Cuda,true,true,Other
nagadomi,nagadomi/nv,2012-09-02T17:02:22Z,7,7,C,true,true,GNU General Public License v3.0
nagadomi,nagadomi/caffe,2016-07-11T05:53:48Z,1,1,C++,true,true,Other
nagadomi,nagadomi/otama,2012-09-02T17:06:02Z,61,61,C,true,true,GNU General Public License v3.0
nagadomi,nagadomi/tesstrain,2021-05-18T08:46:46Z,0,0,,true,true,Apache License 2.0
nagadomi,nagadomi/tesseract,2021-05-17T01:05:21Z,0,0,,true,true,Apache License 2.0
nagadomi,nagadomi/pybitflyer,2017-12-01T16:22:25Z,5,5,Python,true,true,MIT License
nagadomi,nagadomi/bimyou_segmenter,2012-05-27T08:58:25Z,12,12,Ruby,true,true,MIT License
nagadomi,nagadomi/eiio,2012-09-02T16:57:08Z,6,6,C,true,false,MIT License
nagadomi,nagadomi/convert_torch_to_pytorch,2019-04-02T03:20:57Z,0,0,Python,true,true,MIT License
nagadomi,nagadomi/detectron2,2020-03-31T08:51:18Z,0,0,,true,false,Apache License 2.0
nagadomi,nagadomi/cudnn.torch,2016-03-22T08:13:10Z,3,3,Lua,true,true,"BSD 2-Clause ""Simplified"" License"
nagadomi,nagadomi/kaggle-decmeg2014,2014-08-06T07:42:16Z,7,7,Lua,true,true,
nagadomi,nagadomi/nccl.torch,2018-12-07T23:36:55Z,1,1,Lua,true,true,
nagadomi,nagadomi/cutorch,2018-11-04T00:12:18Z,1,1,Cuda,true,true,Other
nagadomi,nagadomi/kaggle-ndsb2,2016-03-15T00:26:12Z,9,9,Lua,true,true,
nagadomi,nagadomi/siggraph2016_colorization,2016-04-27T11:33:04Z,2,2,Lua,true,true,Other
nagadomi,nagadomi/nekoneko_gen,2012-05-28T01:15:08Z,10,10,Ruby,true,true,MIT License
nagadomi,nagadomi/keras,2015-03-28T22:37:16Z,1,1,Python,true,false,MIT License
nagadomi,nagadomi/kaggle-cifar10,2014-02-01T01:52:17Z,4,4,C++,true,true,
nagadomi,nagadomi/kaggle-mnist,2014-01-29T20:32:30Z,2,2,C,true,true,
nagadomi,nagadomi/kaggle-santas-stolen-sleigh,2016-01-09T00:04:09Z,5,5,C++,true,true,
nagadomi,nagadomi/sys,2016-09-12T10:54:29Z,0,0,Lua,true,true,Other
nagadomi,nagadomi/nn,2016-09-12T20:30:08Z,0,0,Lua,true,true,Other
nagadomi,nagadomi/caffe-builder,2016-03-22T15:00:50Z,0,0,CMake,true,true,"BSD 2-Clause ""Simplified"" License"
nagadomi,nagadomi/fts_lite,2012-08-04T08:55:05Z,4,4,Ruby,true,true,MIT License
nagadomi,nagadomi/graphicsmagick,2015-04-27T08:43:11Z,0,0,Lua,true,true,
nagadomi,nagadomi/xgboost,2015-04-08T16:10:12Z,0,0,C++,true,true,Other
nagadomi,nagadomi/image,2014-12-25T01:08:34Z,0,0,Lua,true,true,
nagadomi,nagadomi/sentiment-dic-ja,2014-09-15T12:11:41Z,0,0,Ruby,true,true,
nagadomi,nagadomi/misc-image,2013-12-19T05:17:32Z,0,0,,true,true,
nagadomi,nagadomi/Mykytea-ruby,2014-05-17T16:42:13Z,0,0,C++,true,true,
nagadomi,nagadomi/l4d2_scavenge_1st_round_skip,2014-01-08T13:59:10Z,0,0,,true,true,
nagadomi,nagadomi/nv-debian,2013-11-17T01:20:07Z,0,0,C,true,true,GNU General Public License v3.0
nagadomi,nagadomi/eiio-debian,2013-11-17T01:20:34Z,0,0,Shell,true,true,MIT License
nagadomi,nagadomi/sandbox,2012-09-02T11:22:49Z,0,0,,true,true,
chomado,chomado/GoogleHomeHack,2018-01-17T07:57:39Z,115,115,C#,true,true,
chomado,chomado/MS-MVP,2019-01-21T04:39:29Z,17,17,,true,true,
chomado,chomado/generative-ai-for-beginners,2024-04-01T17:24:10Z,1,1,,true,false,MIT License
chomado,chomado/TwitterBot_InCSharp,2016-02-13T17:10:00Z,27,27,C#,true,true,MIT License
chomado,chomado/xamarin-dev-doc,2016-08-30T10:40:53Z,90,90,,true,true,MIT License
chomado,chomado/Xamalist,2016-12-04T08:08:26Z,43,43,C#,true,true,MIT License
chomado,chomado/semantic-kernel,2023-12-07T11:35:20Z,0,0,,true,false,MIT License
chomado,chomado/azure-docs.ja-jp,2020-04-22T07:59:12Z,0,0,,true,true,Creative Commons Attribution 4.0 International
chomado,chomado/gitignore,2019-04-16T14:12:41Z,1,1,,true,false,Creative Commons Zero v1.0 Universal
chomado,chomado/MeetingResponseServer,2019-05-24T13:33:21Z,7,7,C#,true,true,
chomado,chomado/SmartSpeakerGetLatestArticle,2018-11-05T14:38:25Z,14,14,C#,true,true,
chomado,chomado/portofolio-repo,2023-03-25T07:47:41Z,0,0,HTML,true,true,MIT License
chomado,chomado/openai-quickstart-node,2023-03-02T10:39:06Z,0,0,,true,true,MIT License
chomado,chomado/MicrosoftCloud,2023-02-10T07:55:44Z,0,0,HTML,true,true,MIT License
chomado,chomado/ExerciseACS,2023-02-10T07:16:44Z,0,0,C#,true,true,
chomado,chomado/chomado_bot,2014-11-29T04:15:15Z,38,38,PHP,true,true,MIT License
chomado,chomado/HoloLensHandsOnTraining,2017-11-16T14:19:03Z,7,7,,true,true,
chomado,chomado/lang_aptitude_test,2013-04-23T03:22:50Z,3,3,,true,true,
chomado,chomado/220614-simple-website,2022-06-14T21:24:17Z,3,3,HTML,true,true,
chomado,chomado/Yoisho-Google-Home,2018-03-06T06:50:26Z,2,2,JavaScript,true,true,
chomado,chomado/210219_FAQbot-on-Teams,2021-02-18T18:53:02Z,3,3,HTML,true,true,
chomado,chomado/211125-FAQBot,2021-11-25T11:13:35Z,1,1,HTML,true,true,
chomado,chomado/Self-training-LearnModuleTeamsAppsDev,2022-05-21T14:21:46Z,1,1,TypeScript,true,true,
chomado,chomado/HowOldChomado,2017-04-19T07:24:07Z,17,17,C#,true,true,
